group_name	nce	contrast_angle
Methyl	34.999999	0.845294
TMT6plex	34.999999	0.627256
mixed	32.672656	0.895634
GlyGly (Ub)	32.502404	0.935297
Unmodified	33.348918	0.750920
TMT6plex	33.242944	0.816771
Unmodified	32.246190	0.870798
Unmodified	32.459447	0.924697
Unmodified	32.626745	0.920912
TMT6plex	32.568306	0.813443
Unmodified	31.769958	0.907663
Unmodified	31.880632	0.919701
Unmodified	32.374242	0.892204
mixed	34.999999	0.915339
TMT6plex	31.265137	0.807331
Unmodified	34.999999	0.875818
Unmodified	32.090876	0.935516
Phospho	34.999999	0.808459
mixed	31.661701	0.782922
Acetyl	31.132826	0.962668
Unmodified	34.999999	0.734993
Acetyl	31.120557	0.806586
mixed	33.394855	0.736104
TMT6plex	34.999999	0.959727
GlyGly (Ub)	32.364526	0.853111
Unmodified	33.644268	0.793717
Oxidation	31.971073	0.780462
mixed	32.505369	0.911325
TMT6plex	33.970168	0.738103
Oxidation	32.125983	0.794824
Phospho	31.013268	0.968402
Unmodified	34.995037	0.489251
mixed	34.999999	0.907274
Unmodified	32.221478	0.759553
TMT6plex	33.938974	0.854901
TMT6plex	32.392552	0.714757
TMT6plex	32.644680	0.699294
Unmodified	31.051052	0.945126
mixed	26.833665	0.721215
Acetyl	31.239083	0.917783
Unmodified	31.859112	0.872601
Oxidation	32.572824	0.924945
TMT6plex	34.999999	0.804148
Unmodified	31.880632	0.940849
Unmodified	34.999999	0.930440
TMT6plex	32.592878	0.929151
Unmodified	34.999999	0.782249
Oxidation	31.908268	0.870919
TMT6plex	32.612562	0.660419
Oxidation	33.562624	0.896952
TMT6plex	34.999999	0.897296
Unmodified	33.646598	0.775341
Phospho	34.999999	0.067956
Acetyl	33.570722	0.758117
Unmodified	31.218877	0.948970
Unmodified	34.999999	0.808216
TMT6plex	25.981042	0.923765
Unmodified	34.999999	0.716948
GlyGly (Ub)	31.825975	0.898529
Acetyl	31.205910	0.901214
mixed	31.101933	0.885683
Oxidation	32.017851	0.757394
Unmodified	34.125772	0.810920
Unmodified	32.026604	0.844231
TMT6plex	33.416483	0.876620
Unmodified	31.059885	0.895935
mixed	34.999999	0.726743
Unmodified	32.444301	0.929841
HexNAc	34.999999	0.234109
Unmodified	32.874814	0.911502
Oxidation	32.642055	0.702362
Phospho	31.904256	0.953449
TMT6plex	40.062299	0.795085
Unmodified	32.141382	0.864341
Unmodified	31.293833	0.895408
TMT6plex	33.885643	0.929084
TMT6plex	32.766786	0.876658
TMT6plex	32.474789	0.836282
Oxidation	31.294185	0.599190
Unmodified	31.261888	0.861823
TMT6plex	33.546340	0.919172
TMT6plex	32.513225	0.891355
mixed	27.251905	0.671803
TMT6plex	40.184680	0.659668
mixed	31.918368	0.908921
Unmodified	32.928297	0.881913
Unmodified	32.157612	0.853455
TMT6plex	34.999999	0.959988
GlyGly (Ub)	32.594097	0.851718
TMT6plex	31.131488	0.898961
TMT6plex	32.525235	0.926066
TMT6plex	34.065399	0.857000
GlyGly (Ub)	31.758466	0.925377
Unmodified	33.590549	0.715124
Oxidation	33.348918	0.790525
Unmodified	33.052808	0.841381
Pyro-Glu	31.625295	0.785960
Acetyl	34.999999	0.857971
Unmodified	34.999999	0.856970
Oxidation	33.218253	0.898672
Unmodified	31.849107	0.914548
TMT6plex	26.054481	0.888866
Unmodified	31.940350	0.930733
Unmodified	31.273836	0.691779
Unmodified	34.999999	0.913396
Unmodified	32.213673	0.942193
Unmodified	31.859112	0.847778
TMT6plex	32.598841	0.828237
TMT6plex	33.840206	0.804847
Unmodified	32.753527	0.780374
Oxidation	34.999999	0.785213
Unmodified	31.411991	0.801530
Oxidation	34.999999	0.738051
Unmodified	31.834912	0.875224
TMT6plex	33.899748	0.785168
Unmodified	31.590754	0.865869
TMT6plex	33.660233	0.908995
TMT6plex	31.924218	0.829686
Unmodified	34.999999	0.515999
Oxidation	33.361286	0.918571
Unmodified	33.425391	0.918774
Methyl	34.999999	0.798090
TMT6plex	34.092474	0.953360
Unmodified	32.813540	0.580728
Unmodified	31.603101	0.803171
TMT6plex	32.887104	0.815776
TMT6plex	31.228849	0.830005
Unmodified	34.999999	0.692553
Unmodified	34.999999	0.710707
mixed	25.202483	0.677315
Unmodified	32.491431	0.753029
TMT6plex	32.594666	0.845280
Unmodified	31.948853	0.870122
Oxidation	32.867721	0.866862
Unmodified	33.518702	0.847962
Unmodified	32.001406	0.883950
Unmodified	33.010554	0.890701
Unmodified	34.999999	0.557629
TMT6plex	33.300209	0.782905
Oxidation	31.556687	0.963876
mixed	31.432545	0.720651
TMT6plex	33.682153	0.876621
Unmodified	32.699102	0.890826
TMT6plex	31.879932	0.841378
TMT6plex	34.061521	0.823005
TMT6plex	34.377050	0.890142
Unmodified	33.534986	0.849401
TMT6plex	32.040337	0.924854
mixed	32.529706	0.761122
TMT6plex	32.307369	0.793118
Oxidation	34.999999	0.654113
Unmodified	37.040877	0.868966
TMT6plex	34.999999	0.675310
Oxidation	33.888054	0.833307
TMT6plex	34.999999	0.773229
TMT6plex	31.541929	0.952644
mixed	34.999999	0.877722
Unmodified	34.999999	0.668192
Unmodified	31.769958	0.876796
TMT6plex	34.999999	0.702863
TMT6plex	33.104539	0.930807
Unmodified	34.674352	0.538561
Oxidation	31.196243	0.828036
Phospho	32.021710	0.775622
Unmodified	32.423577	0.892964
Oxidation	34.999999	0.723614
TMT6plex	31.067562	0.510813
Unmodified	32.471094	0.919095
mixed	34.999999	0.728359
Unmodified	32.041380	0.927613
TMT6plex	32.247376	0.896690
Unmodified	31.448156	0.978992
Unmodified	34.999999	0.778309
Unmodified	31.803918	0.862040
TMT6plex	34.999999	0.611626
Unmodified	32.432023	0.926699
Unmodified	32.044891	0.911326
TMT6plex	34.999999	0.581017
Acetyl	31.403515	0.935027
mixed	31.035742	0.842498
Unmodified	32.423577	0.941152
GlyGly (Ub)	31.989488	0.822096
Oxidation	32.307100	0.884704
mixed	34.999999	0.634323
Unmodified	33.050728	0.733876
Oxidation	32.097942	0.715985
mixed	32.492426	0.609735
TMT6plex	33.582056	0.939284
Unmodified	32.285914	0.710784
Unmodified	33.063033	0.822056
Acetyl	31.270459	0.697632
Unmodified	34.999999	0.930154
Unmodified	32.666901	0.931040
TMT6plex	32.493943	0.842558
mixed	31.969079	0.788450
Unmodified	32.388720	0.837717
Unmodified	34.999999	0.743636
Unmodified	31.841728	0.870821
TMT6plex	34.999999	0.898695
Unmodified	34.999999	0.920602
TMT6plex	34.999999	0.832962
TMT6plex	31.666201	0.457974
Unmodified	34.999999	0.779092
Unmodified	32.699102	0.895445
Unmodified	33.218253	0.895810
Unmodified	32.058528	0.950782
Unmodified	32.693046	0.915935
Unmodified	30.534941	0.905784
Unmodified	34.999999	0.865005
TMT6plex	32.005653	0.946796
Unmodified	32.722306	0.849096
TMT6plex	31.918368	0.959395
Phospho	31.632602	0.841812
Oxidation	34.999999	0.885183
Unmodified	32.638294	0.784054
Unmodified	34.334847	0.718205
Unmodified	33.228427	0.884732
mixed	34.999999	0.272973
TMT6plex	32.229730	0.930436
Unmodified	32.683265	0.839651
Unmodified	32.352072	0.925931
Unmodified	32.146582	0.940272
Unmodified	31.138146	0.891466
mixed	32.138851	0.801019
TMT6plex	34.999999	0.865383
TMT6plex	25.547326	0.621553
Unmodified	33.662283	0.907113
Unmodified	34.999999	0.592783
Unmodified	32.376924	0.876670
TMT6plex	32.552743	0.895694
Unmodified	32.426798	0.916021
Unmodified	32.464033	0.924220
Methyl	32.794473	0.927845
TMT6plex	34.999999	0.842564
Unmodified	31.608814	0.941290
Unmodified	32.330304	0.842388
TMT6plex	32.095429	0.883840
TMT6plex	32.883209	0.894369
Unmodified	32.294503	0.906487
Acetyl	34.999999	0.608438
Unmodified	32.760787	0.930381
Oxidation	32.238755	0.763375
Unmodified	32.008210	0.814743
TMT6plex	31.936356	0.829474
Oxidation	32.023016	0.949384
TMT6plex	32.309002	0.865422
Unmodified	32.985619	0.928446
Oxidation	31.825805	0.795620
Unmodified	34.029737	0.666583
TMT6plex	34.999999	0.896326
Unmodified	30.445594	0.320651
Unmodified	34.326014	0.841281
TMT6plex	32.542792	0.966484
Unmodified	32.845008	0.949385
mixed	32.334161	0.854197
TMT6plex	34.066683	0.890293
Methyl	34.999999	0.790515
TMT6plex	31.277999	0.702962
mixed	34.999999	0.859571
Unmodified	32.665223	0.823480
Unmodified	31.963798	0.914806
Phospho	34.999999	0.636441
TMT6plex	33.487386	0.925517
Unmodified	32.666779	0.808898
TMT6plex	32.093611	0.905914
TMT6plex	40.340173	0.912457
Acetyl	31.187838	0.949153
Unmodified	31.880632	0.897453
Unmodified	34.999999	0.875113
Oxidation	33.286890	0.825218
Unmodified	32.294503	0.946703
Unmodified	32.237136	0.883930
TMT6plex	33.384165	0.770172
Oxidation	33.689669	0.815841
Oxidation	30.914876	0.895483
Unmodified	30.232528	0.861102
GlyGly (Ub)	32.280242	0.839131
TMT6plex	34.092474	0.883335
Unmodified	32.621869	0.862487
Unmodified	32.770643	0.864186
TMT6plex	32.594666	0.903720
Unmodified	32.368457	0.863258
GlyGly (Ub)	32.051480	0.911592
Unmodified	31.510741	0.906264
mixed	32.209933	0.875133
Unmodified	31.131169	0.951909
Unmodified	32.588777	0.792157
Unmodified	32.917714	0.915198
mixed	34.999999	0.128752
GlyGly (Ub)	32.388654	0.872972
Unmodified	32.742506	0.920176
Oxidation	34.999999	0.834222
Unmodified	30.116096	0.826285
TMT6plex	32.834911	0.639980
TMT6plex	27.203459	0.977994
TMT6plex	31.977236	0.850707
TMT6plex	33.897907	0.884826
Unmodified	31.190827	0.773727
Unmodified	31.371713	0.846995
TMT6plex	34.999999	0.821915
Oxidation	32.867688	0.784375
Unmodified	32.268706	0.812413
Unmodified	32.430857	0.926988
Unmodified	33.519182	0.922298
Oxidation	33.683825	0.877292
TMT6plex	34.999999	0.359613
Unmodified	34.999999	0.801179
Unmodified	34.999999	0.626097
mixed	34.341538	0.827334
Unmodified	33.107874	0.918034
Unmodified	34.999999	0.437465
Phospho	31.920075	0.853907
Unmodified	34.999999	0.789048
Unmodified	34.999999	0.831133
Unmodified	32.023016	0.865639
TMT6plex	34.999999	0.755704
Unmodified	34.999999	0.951904
Unmodified	32.014257	0.936158
Unmodified	34.133744	0.463681
TMT6plex	34.999999	0.619317
TMT6plex	32.295156	0.893703
GlyGly (Ub)	31.993058	0.927944
Unmodified	31.082943	0.916328
Phospho	31.161222	0.956074
Unmodified	32.238755	0.808879
TMT6plex	32.935619	0.829463
Unmodified	34.999999	0.722041
TMT6plex	34.999999	0.674402
Unmodified	33.331570	0.943977
Unmodified	33.208820	0.785548
TMT6plex	34.999999	0.744936
Unmodified	32.466879	0.882570
TMT6plex	34.999999	0.545220
Unmodified	34.999999	0.927247
GlyGly (Ub)	32.391590	0.867055
Unmodified	33.702242	0.773611
Unmodified	32.583132	0.949484
Unmodified	34.999999	0.685615
Unmodified	34.999999	0.650225
Unmodified	34.999999	0.406247
TMT6plex	33.384165	0.878949
Unmodified	33.793443	0.915935
Unmodified	32.295397	0.955175
Unmodified	31.503212	0.847439
Unmodified	31.684738	0.933535
Unmodified	32.014954	0.795694
mixed	32.887104	0.788891
Unmodified	32.265013	0.629035
Unmodified	32.383770	0.929890
TMT6plex	31.899562	0.834823
Oxidation	32.448798	0.950300
TMT6plex	34.999999	0.797396
TMT6plex	34.999999	0.551031
Unmodified	32.722306	0.933055
Oxidation	33.366817	0.720777
TMT6plex	33.498624	0.826066
TMT6plex	32.058284	0.830410
TMT6plex	33.143950	0.801366
mixed	33.787230	0.727937
TMT6plex	32.552743	0.812900
Unmodified	32.665592	0.962083
Oxidation	33.375743	0.827797
TMT6plex	31.463221	0.924750
TMT6plex	34.999999	0.883093
Unmodified	34.999999	0.876554
TMT6plex	32.813779	0.513185
Unmodified	32.447654	0.784151
GlyGly (Ub)	32.255849	0.876198
Unmodified	32.581413	0.799016
Unmodified	32.566270	0.942401
Unmodified	32.445297	0.888519
Unmodified	32.393220	0.930254
mixed	31.000000	0.828117
TMT6plex	32.671216	0.951609
Oxidation	31.927589	0.848697
Unmodified	32.703242	0.919591
TMT6plex	34.999999	0.913130
Unmodified	32.676265	0.929928
mixed	32.333302	0.829903
mixed	32.672656	0.737465
mixed	32.023412	0.726643
Unmodified	33.148983	0.743191
Phospho	31.013682	0.760265
TMT6plex	31.333759	0.834743
GlyGly (Ub)	32.348117	0.881976
Unmodified	32.689556	0.878003
Unmodified	34.999999	0.772875
Unmodified	32.699102	0.922393
GlyGly (Ub)	32.226413	0.848998
Acetyl	31.196052	0.880093
Oxidation	32.456678	0.901266
TMT6plex	33.905151	0.805184
TMT6plex	31.916085	0.629177
Unmodified	29.038921	0.941318
Unmodified	34.999999	0.806712
GlyGly (Ub)	32.760215	0.867688
Unmodified	32.736257	0.950538
TMT6plex	32.652125	0.932136
Unmodified	31.896648	0.941543
Unmodified	34.999999	0.872352
TMT6plex	33.496654	0.921000
Oxidation	31.730083	0.934690
Unmodified	31.423137	0.744588
TMT6plex	34.177458	0.737862
Unmodified	32.221478	0.885119
TMT6plex	32.961944	0.869824
Acetyl	34.999999	0.762599
Unmodified	33.133531	0.661180
GlyGly (Ub)	32.002795	0.882054
Unmodified	32.660896	0.897124
Unmodified	32.077959	0.888383
Oxidation	31.273836	0.911837
Unmodified	33.148953	0.837284
mixed	32.569006	0.748281
Acetyl	31.377679	0.834742
Unmodified	31.709296	0.825917
Unmodified	32.226294	0.833250
Unmodified	32.093498	0.856281
Unmodified	34.999999	0.856530
Unmodified	33.719745	0.696487
Unmodified	32.961547	0.952310
Unmodified	31.896648	0.939786
Unmodified	32.342768	0.933096
Unmodified	34.999999	0.627888
mixed	31.510070	0.775198
Unmodified	32.459447	0.945513
Unmodified	31.519175	0.705920
Pyro-Glu	32.513425	0.847980
mixed	34.999999	0.804484
TMT6plex	33.938974	0.860080
TMT6plex	34.999999	0.866001
Unmodified	31.673133	0.894904
Unmodified	34.999999	0.973251
TMT6plex	30.653965	0.601967
TMT6plex	33.445895	0.854463
mixed	34.999999	0.820881
TMT6plex	34.999999	0.347445
Unmodified	31.398457	0.902995
Oxidation	34.999999	0.993752
Unmodified	33.688670	0.890439
TMT6plex	32.807127	0.915704
TMT6plex	33.563703	0.849160
TMT6plex	34.999999	0.718946
Unmodified	31.203172	0.923686
Unmodified	31.725150	0.669601
Oxidation	32.452661	0.928566
TMT6plex	31.194028	0.796997
Unmodified	34.995037	0.558111
TMT6plex	34.999999	0.891990
Unmodified	31.510878	0.954494
Unmodified	34.999999	0.792590
Acetyl	34.999999	0.902438
Acetyl	32.521787	0.815064
mixed	33.239231	0.953920
Unmodified	33.689669	0.580351
Unmodified	34.999999	0.698678
Unmodified	32.646465	0.680789
Unmodified	32.566270	0.950468
Unmodified	32.902101	0.830874
TMT6plex	32.498837	0.866346
TMT6plex	32.307369	0.869032
Unmodified	31.523630	0.666155
Unmodified	32.524657	0.404796
TMT6plex	34.999999	0.945443
mixed	34.128916	0.849724
Unmodified	32.333964	0.880299
TMT6plex	40.122277	0.935028
Unmodified	32.481170	0.927284
Unmodified	31.942278	0.898469
mixed	34.999999	0.709024
Unmodified	32.577595	0.876693
Unmodified	34.999999	0.799869
TMT6plex	34.999999	0.700297
TMT6plex	32.525235	0.772338
Phospho	31.015199	0.895672
Unmodified	32.807872	0.716692
Unmodified	34.999999	0.861602
Unmodified	32.401568	0.877434
HexNAc	34.999999	0.632875
Unmodified	32.441971	0.888893
TMT6plex	33.929986	0.813579
Unmodified	33.662379	0.725784
mixed	33.976039	0.857945
Unmodified	32.784742	0.892153
Unmodified	31.892979	0.960200
TMT6plex	31.024161	0.758708
GlyGly (Ub)	34.999999	0.736415
Oxidation	31.628028	0.667431
TMT6plex	34.473172	0.897874
Unmodified	34.999999	0.889443
Unmodified	32.426798	0.680778
TMT6plex	32.993659	0.530049
Unmodified	29.986900	0.790789
Phospho	34.999999	0.844589
Unmodified	34.999999	0.923756
Unmodified	34.999999	0.241384
Unmodified	32.288578	0.918946
Unmodified	31.518897	0.971049
Oxidation	34.999999	0.236300
Acetyl	33.404031	0.621792
TMT6plex	32.301158	0.759065
TMT6plex	31.946221	0.862545
Phospho	34.999999	0.931229
TMT6plex	31.528339	0.585353
Phospho	34.999999	0.228113
Unmodified	32.853928	0.949231
Unmodified	34.999999	0.892870
Unmodified	32.002148	0.940272
Unmodified	31.974408	0.942100
Unmodified	32.473603	0.618445
Unmodified	32.426238	0.919772
TMT6plex	34.999999	0.711003
Unmodified	34.999999	0.788035
TMT6plex	32.563737	0.912073
Unmodified	32.285914	0.887363
Unmodified	33.089161	0.869571
TMT6plex	32.368067	0.909192
Unmodified	32.638294	0.852057
Unmodified	32.151762	0.865921
Unmodified	31.911606	0.573704
TMT6plex	34.092474	0.852595
Unmodified	32.671770	0.860343
Unmodified	31.450015	0.849726
TMT6plex	34.001338	0.897924
Unmodified	32.476875	0.871108
Unmodified	34.376621	0.733062
TMT6plex	33.693209	0.939222
Unmodified	34.999999	0.950717
Unmodified	31.556687	0.951544
TMT6plex	33.530965	0.925871
TMT6plex	31.607136	0.900219
TMT6plex	31.872103	0.711910
Unmodified	31.666517	0.902503
TMT6plex	32.473320	0.880146
TMT6plex	33.068168	0.877841
mixed	31.899604	0.710950
Unmodified	32.621869	0.821282
TMT6plex	34.999999	0.708096
TMT6plex	32.196042	0.725269
Unmodified	32.527092	0.855319
Unmodified	31.836540	0.806320
GlyGly (Ub)	34.999999	0.718259
mixed	34.999999	0.719516
Unmodified	32.497334	0.892907
TMT6plex	33.739194	0.932243
Unmodified	32.898754	0.891850
mixed	34.682274	0.936361
Oxidation	34.999999	0.768382
Methyl	34.999999	0.581011
TMT6plex	26.966199	0.895495
TMT6plex	32.229730	0.909321
Unmodified	34.999999	0.888233
TMT6plex	34.001338	0.626486
Unmodified	33.352694	0.781714
Oxidation	34.999999	0.688688
mixed	33.327219	0.637169
Unmodified	32.371363	0.787081
GlyGly (Ub)	31.091949	0.943205
Unmodified	34.999999	0.596294
Oxidation	34.999999	0.372387
Unmodified	34.999999	0.660386
Unmodified	34.999999	0.723671
TMT6plex	31.710058	0.892092
Unmodified	33.010554	0.827776
Unmodified	34.999999	0.719416
Unmodified	32.058528	0.852863
TMT6plex	34.999999	0.796027
TMT6plex	32.513437	0.909507
TMT6plex	34.999999	0.480489
Unmodified	31.950578	0.879897
Unmodified	32.767242	0.870878
Unmodified	31.666499	0.876059
TMT6plex	34.999999	0.599712
TMT6plex	26.117796	0.826422
TMT6plex	32.675985	0.886382
TMT6plex	33.292684	0.877843
Unmodified	31.762862	0.561421
mixed	32.094753	0.903251
Unmodified	34.442991	0.895864
Oxidation	32.926366	0.830569
TMT6plex	34.999999	0.646673
Unmodified	29.357228	0.857673
Unmodified	32.464033	0.923717
Unmodified	32.224381	0.889771
TMT6plex	33.735043	0.946952
Oxidation	32.342768	0.925075
TMT6plex	33.292738	0.799370
Unmodified	31.417707	0.776306
Unmodified	34.999999	0.817877
GlyGly (Ub)	32.226413	0.872716
Unmodified	32.205659	0.941192
Unmodified	32.738432	0.867812
TMT6plex	34.999999	0.620271
Unmodified	33.865112	0.675802
TMT6plex	31.571999	0.928424
Unmodified	32.056558	0.973033
Unmodified	32.936272	0.868248
Unmodified	34.999999	0.744484
Unmodified	34.999999	0.833900
Unmodified	31.531250	0.818301
GlyGly (Ub)	31.943309	0.904778
mixed	33.255178	0.671120
Unmodified	32.683265	0.711313
Oxidation	32.232097	0.660581
Oxidation	32.838148	0.962175
TMT6plex	31.431782	0.949663
Unmodified	32.853928	0.937850
Unmodified	34.999999	0.712895
Unmodified	34.999999	0.910118
Unmodified	34.999999	0.757847
Phospho	37.407252	0.927935
TMT6plex	32.615161	0.819331
Phospho	31.198010	0.972226
Unmodified	32.430753	0.920269
GlyGly (Ub)	31.993058	0.864720
Unmodified	31.285927	0.934774
Oxidation	32.566270	0.918894
Unmodified	32.306999	0.853670
Unmodified	31.875512	0.859663
Oxidation	34.999999	0.886825
TMT6plex	31.666949	0.690987
Unmodified	31.564817	0.820799
TMT6plex	25.956056	0.682705
Unmodified	32.867721	0.970681
TMT6plex	34.999999	0.907366
Unmodified	33.148983	0.781964
TMT6plex	31.339610	0.874499
TMT6plex	32.290065	0.965627
mixed	33.872375	0.810216
Phospho	21.532913	0.906206
Unmodified	32.264885	0.901615
Unmodified	34.999999	0.712073
Unmodified	32.426798	0.896284
Oxidation	34.999999	0.757046
TMT6plex	31.098098	0.836500
Unmodified	31.450015	0.926689
Acetyl	31.239083	0.969829
Unmodified	32.972699	0.856480
TMT6plex	33.658820	0.915204
TMT6plex	33.533975	0.768960
Acetyl	31.006908	0.728839
TMT6plex	33.261925	0.891074
TMT6plex	33.104539	0.819213
Unmodified	34.999999	0.240097
TMT6plex	31.781965	0.884088
Unmodified	30.796614	0.846943
TMT6plex	34.999999	0.860056
Unmodified	31.642035	0.756207
TMT6plex	32.259297	0.728470
Unmodified	31.462288	0.861858
TMT6plex	33.922520	0.828101
TMT6plex	34.999999	0.587003
Unmodified	32.087749	0.866207
Unmodified	31.547385	0.765229
Oxidation	30.539528	0.824225
Unmodified	33.104393	0.688320
TMT6plex	31.222981	0.955787
Unmodified	34.999999	0.766803
TMT6plex	39.816147	0.565261
TMT6plex	31.347933	0.629628
TMT6plex	26.950628	0.539515
Unmodified	33.593172	0.916851
Unmodified	32.722306	0.889464
Unmodified	34.999999	0.754044
Acetyl	31.124339	0.945523
mixed	32.775092	0.890780
Oxidation	33.276019	0.929979
mixed	34.999999	0.554212
Unmodified	32.588777	0.877914
Unmodified	34.999999	0.796716
Unmodified	32.238755	0.926598
mixed	32.505369	0.868352
Unmodified	31.896648	0.957993
Unmodified	34.087259	0.859763
Unmodified	31.700104	0.947847
Oxidation	32.121944	0.894805
TMT6plex	33.561519	0.948445
Unmodified	34.999999	0.856510
Methyl	34.999999	0.774201
Oxidation	34.999999	0.857433
Unmodified	30.346811	0.865497
Unmodified	29.831842	0.862289
Oxidation	33.353102	0.681776
Unmodified	31.769958	0.838068
TMT6plex	31.960610	0.939566
Unmodified	32.472065	0.963258
TMT6plex	33.479732	0.924793
Unmodified	32.263792	0.837029
TMT6plex	32.513225	0.774980
TMT6plex	33.043161	0.860031
Acetyl	31.080842	0.915343
Unmodified	33.064312	0.843229
Oxidation	32.736614	0.715827
TMT6plex	31.869948	0.490503
Oxidation	34.999999	0.793223
Acetyl	31.124288	0.947429
TMT6plex	31.268546	0.625430
GlyGly (Ub)	31.962648	0.919642
Unmodified	32.497334	0.941445
Oxidation	34.077975	0.945603
mixed	29.312086	0.257876
Unmodified	32.826641	0.908256
Phospho	31.374502	0.929120
Unmodified	33.143955	0.651769
TMT6plex	34.999999	0.646771
TMT6plex	34.999999	0.911184
TMT6plex	31.219584	0.826543
Unmodified	34.999999	0.566918
Unmodified	31.628105	0.768028
TMT6plex	38.354585	0.868146
Unmodified	36.371711	0.904452
Unmodified	32.294503	0.884241
TMT6plex	32.095429	0.957480
TMT6plex	31.035006	0.925091
TMT6plex	34.999999	0.680574
Unmodified	33.006793	0.845507
TMT6plex	33.608469	0.934531
mixed	34.999999	0.776627
Unmodified	32.131985	0.972665
Unmodified	33.683825	0.848234
Pyro-Glu	33.683634	0.833548
TMT6plex	34.155869	0.657692
TMT6plex	34.999999	0.680512
TMT6plex	34.999999	0.782267
GlyGly (Ub)	31.758466	0.837471
Unmodified	34.999999	0.910457
Oxidation	32.253081	0.854116
Oxidation	34.999999	0.626366
Unmodified	32.348362	0.762592
Unmodified	31.730083	0.975493
TMT6plex	31.978863	0.639732
TMT6plex	33.960369	0.799904
mixed	34.999999	0.340945
TMT6plex	31.510070	0.724591
Unmodified	32.648718	0.948526
Unmodified	32.611465	0.843588
Unmodified	34.999999	0.517930
Phospho	34.999999	0.841732
mixed	33.394855	0.838142
TMT6plex	33.096135	0.872469
Unmodified	34.999999	0.555495
TMT6plex	32.574564	0.775227
TMT6plex	25.908288	0.777037
Unmodified	32.519463	0.930808
TMT6plex	34.238186	0.882610
Acetyl	31.276339	0.871909
Unmodified	31.783801	0.976450
TMT6plex	32.005653	0.910412
mixed	31.287715	0.766531
TMT6plex	30.957150	0.718475
Unmodified	32.968357	0.914652
Unmodified	32.577595	0.908374
Phospho	32.293636	0.774178
Unmodified	31.665486	0.704568
Acetyl	31.370875	0.972485
Phospho	31.699416	0.933732
Unmodified	31.886986	0.909411
mixed	30.771744	0.550882
TMT6plex	34.999999	0.591995
TMT6plex	34.635669	0.822264
Unmodified	34.999999	0.813150
TMT6plex	31.355214	0.868771
Unmodified	31.568730	0.790713
Unmodified	32.648718	0.906581
Acetyl	31.261715	0.736993
Unmodified	32.238755	0.816474
Phospho	34.999999	0.085390
Unmodified	32.452205	0.876651
TMT6plex	31.132343	0.661873
TMT6plex	34.999999	0.886140
Unmodified	32.222515	0.929200
Unmodified	34.999999	0.696203
mixed	31.528339	0.802277
Unmodified	32.441971	0.885372
mixed	34.999999	0.757870
Unmodified	34.999999	0.960590
Unmodified	32.768369	0.906850
GlyGly (Ub)	34.999999	0.916023
Unmodified	32.736257	0.944857
mixed	34.999999	0.828117
TMT6plex	26.219514	0.872621
Unmodified	34.999999	0.716357
TMT6plex	31.576219	0.921605
Unmodified	31.729886	0.630114
Methyl	34.999999	0.841735
Unmodified	31.779668	0.923448
Unmodified	32.881185	0.935837
Unmodified	32.090876	0.964607
Unmodified	31.814384	0.886292
Unmodified	32.777852	0.759392
Unmodified	32.105482	0.884168
Unmodified	32.484835	0.966442
TMT6plex	34.999999	0.896332
TMT6plex	34.469441	0.828585
Oxidation	33.955252	0.762792
mixed	34.602267	0.922605
Oxidation	34.999999	0.264455
Unmodified	32.023016	0.975613
TMT6plex	40.418270	0.558552
TMT6plex	32.326168	0.753525
Unmodified	31.616729	0.835802
TMT6plex	34.999999	0.847411
GlyGly (Ub)	32.226640	0.818254
Unmodified	32.466233	0.897682
mixed	34.999999	0.391762
Unmodified	33.134302	0.786181
Unmodified	32.009795	0.908046
Unmodified	31.363085	0.719118
Oxidation	34.999999	0.791331
Unmodified	33.649075	0.856456
Unmodified	33.927998	0.856873
mixed	34.999999	0.686799
mixed	34.999999	0.768383
TMT6plex	32.005653	0.920309
Oxidation	32.375050	0.856191
Unmodified	34.999999	0.932331
Unmodified	32.988846	0.752707
Unmodified	32.703242	0.950910
Phospho	31.966758	0.891308
Unmodified	32.605547	0.904246
Methyl	34.999999	0.602484
Unmodified	32.265013	0.816166
Phospho	32.209408	0.930058
mixed	34.999999	0.690884
TMT6plex	34.061521	0.902809
TMT6plex	32.789519	0.472123
Unmodified	32.448798	0.683550
mixed	33.530965	0.904512
Unmodified	32.673031	0.900549
TMT6plex	33.913684	0.890399
Oxidation	32.131985	0.965097
Phospho	32.160729	0.902607
Phospho	32.009447	0.904313
Unmodified	30.358228	0.521072
HexNAc	34.999999	0.665583
Unmodified	33.104393	0.754957
Unmodified	34.245208	0.738236
mixed	32.995382	0.876911
Unmodified	32.099921	0.942474
TMT6plex	34.001338	0.886028
TMT6plex	33.660233	0.799652
Unmodified	33.370316	0.898991
Unmodified	34.999999	0.820872
Unmodified	34.999999	0.962572
Unmodified	31.702515	0.931560
TMT6plex	32.977793	0.928141
Unmodified	32.684323	0.866869
TMT6plex	26.604223	0.757007
TMT6plex	32.409152	0.947031
Phospho	31.611651	0.903315
mixed	34.999999	0.972413
Unmodified	31.795567	0.910780
TMT6plex	34.999999	0.808482
Unmodified	32.767242	0.922038
Unmodified	34.999999	0.895029
Unmodified	31.940350	0.852170
Unmodified	33.973360	0.888703
TMT6plex	31.710058	0.872664
mixed	33.609593	0.908569
Unmodified	34.999999	0.924390
mixed	34.999999	0.898798
