group_name	nce	contrast_angle
Unmodified	34.999999	0.708876
Unmodified	34.999999	0.910454
Unmodified	34.999999	0.878832
Unmodified	32.653090	0.587635
Unmodified	32.660896	0.903751
Oxidation	31.457537	0.817871
Unmodified	32.251996	0.934257
GlyGly (Ub)	31.905881	0.849253
TMT6plex	34.999999	0.752940
Unmodified	32.521549	0.818152
Unmodified	32.214430	0.877270
Unmodified	32.524693	0.891876
Unmodified	32.904434	0.875157
Unmodified	31.799260	0.956544
Unmodified	31.603101	0.543691
mixed	31.040403	0.712911
Unmodified	34.999999	0.966763
Unmodified	31.725150	0.835269
Oxidation	34.999999	0.493813
TMT6plex	32.495183	0.825440
TMT6plex	31.367651	0.734417
TMT6plex	31.931344	0.844330
TMT6plex	32.329145	0.933480
Phospho	27.619904	0.874888
Unmodified	33.865282	0.808812
Unmodified	31.116226	0.750520
Unmodified	32.403365	0.859890
Unmodified	34.999999	0.916902
Unmodified	31.762218	0.949423
TMT6plex	31.521749	0.812523
Unmodified	32.267419	0.854236
TMT6plex	42.720041	0.908773
Unmodified	32.374290	0.936591
Oxidation	33.662379	0.893004
Unmodified	31.994137	0.887042
Unmodified	32.485875	0.886356
TMT6plex	36.298382	0.560700
mixed	34.999999	0.819753
Unmodified	33.534986	0.935217
Acetyl	31.314528	0.687985
TMT6plex	26.054481	0.898818
Unmodified	32.770714	0.876677
Unmodified	34.999999	0.508334
Oxidation	33.925480	0.817434
Unmodified	34.999999	0.731265
Unmodified	34.613141	0.744587
Unmodified	33.148953	0.893869
TMT6plex	34.999999	0.851527
Oxidation	34.999999	0.903694
Unmodified	33.644268	0.726281
Unmodified	34.999999	0.844146
Unmodified	32.186997	0.293997
Unmodified	34.999999	0.909332
TMT6plex	34.999999	0.827665
Unmodified	30.362499	0.613512
Unmodified	30.415380	0.820685
Unmodified	33.496320	0.909180
Oxidation	34.999999	0.889752
Unmodified	32.326066	0.766195
Unmodified	32.108954	0.853711
Unmodified	32.177266	0.906693
Unmodified	34.999999	0.640943
Unmodified	33.087441	0.829032
Oxidation	32.507518	0.833813
Unmodified	34.999999	0.671814
Unmodified	32.297459	0.923233
TMT6plex	41.966200	0.881933
Oxidation	32.472065	0.833643
Unmodified	34.999999	0.615057
Unmodified	33.017704	0.885989
Unmodified	30.408785	0.729254
Unmodified	32.451800	0.853610
Unmodified	32.521227	0.741349
mixed	34.999999	0.503720
Unmodified	34.999999	0.735356
TMT6plex	31.497172	0.645607
Unmodified	34.999999	0.726943
Unmodified	34.999999	0.628724
mixed	34.999999	0.588444
Unmodified	33.240527	0.921739
Unmodified	31.883016	0.949507
Unmodified	31.482902	0.868146
Unmodified	31.883898	0.611338
TMT6plex	33.150741	0.894124
Oxidation	31.908268	0.778480
TMT6plex	32.735702	0.782652
mixed	34.999999	0.680876
Unmodified	31.285927	0.644347
Unmodified	32.611305	0.760142
Unmodified	32.342768	0.949658
Unmodified	30.227765	0.856548
Unmodified	34.999999	0.526426
Unmodified	34.999999	0.775734
Unmodified	31.693527	0.913309
Unmodified	31.594262	0.819027
Oxidation	31.365734	0.767108
mixed	34.999999	0.879088
Acetyl	31.043583	0.927544
TMT6plex	34.450355	0.591413
TMT6plex	31.781965	0.840839
TMT6plex	33.511391	0.876785
TMT6plex	31.582782	0.689747
TMT6plex	32.416716	0.956863
mixed	34.999999	0.786894
Unmodified	31.601179	0.870350
Unmodified	31.859243	0.882097
TMT6plex	33.088651	0.804542
Oxidation	34.999999	0.878788
Unmodified	32.056558	0.890795
Unmodified	33.784628	0.881897
Oxidation	34.999999	0.644481
Unmodified	34.999999	0.699607
Unmodified	31.343898	0.748219
Unmodified	32.010928	0.942859
Unmodified	34.999999	0.674009
Unmodified	26.371008	0.642825
mixed	33.339316	0.679672
Unmodified	34.999999	0.934285
Oxidation	33.242273	0.834906
TMT6plex	30.538970	0.465833
Unmodified	32.374290	0.813066
Unmodified	34.999999	0.895051
Unmodified	27.487698	0.945038
Unmodified	34.999999	0.902298
Unmodified	31.482452	0.726024
Unmodified	32.986981	0.834237
Unmodified	30.402598	0.187008
TMT6plex	34.999999	0.742841
TMT6plex	33.647320	0.873680
Acetyl	31.261715	0.662872
TMT6plex	32.926396	0.852317
Unmodified	34.999999	0.661328
TMT6plex	34.999999	0.764814
Unmodified	32.137874	0.968120
Oxidation	34.999999	0.907560
Unmodified	34.999999	0.681113
Unmodified	34.999999	0.914823
Unmodified	31.694925	0.952605
mixed	31.437248	0.923714
Unmodified	35.183665	0.920633
Unmodified	32.648718	0.875448
Unmodified	32.426798	0.941216
Oxidation	31.040347	0.921419
mixed	34.320566	0.831679
Unmodified	33.096829	0.902548
Unmodified	34.999999	0.821446
TMT6plex	34.999999	0.216160
Unmodified	34.999999	0.916131
Unmodified	32.304519	0.377239
Unmodified	32.736614	0.900847
TMT6plex	33.544260	0.843717
Oxidation	33.096829	0.776256
TMT6plex	34.999999	0.661028
Unmodified	33.370316	0.808848
Unmodified	31.994122	0.839274
Unmodified	34.999999	0.080026
Acetyl	34.999999	0.678903
Unmodified	32.443798	0.870102
Phospho	32.055572	0.811071
Unmodified	31.908801	0.826216
mixed	33.467978	0.551192
Unmodified	33.129996	0.635997
Unmodified	33.242273	0.897147
TMT6plex	33.110264	0.908549
Phospho	32.081789	0.930971
TMT6plex	26.686567	0.706341
TMT6plex	32.361495	0.801184
Unmodified	34.999999	0.927574
Unmodified	32.653213	0.955002
Unmodified	34.999999	0.552944
TMT6plex	34.999999	0.674526
Unmodified	33.649075	0.882122
Unmodified	32.736614	0.889003
Unmodified	34.351906	0.755411
Unmodified	33.143955	0.773464
Acetyl	31.073666	0.706508
Unmodified	31.369823	0.783058
Acetyl	34.999999	0.900345
Oxidation	34.999999	0.769897
Unmodified	32.367194	0.855969
Unmodified	34.999999	0.736629
TMT6plex	34.999999	0.917511
Unmodified	33.360800	0.673959
Unmodified	34.999999	0.896537
TMT6plex	34.999999	0.777973
Unmodified	32.770714	0.920335
Phospho	29.416880	0.878581
Oxidation	31.609297	0.440739
TMT6plex	33.080488	0.485898
mixed	34.999999	0.877990
Unmodified	33.143476	0.794364
Unmodified	33.348861	0.830075
mixed	33.300209	0.753557
TMT6plex	32.229730	0.256039
mixed	33.349445	0.855911
TMT6plex	34.999999	0.793163
TMT6plex	33.800435	0.908785
Unmodified	33.052668	0.818684
Unmodified	32.660896	0.800934
Unmodified	34.999999	0.667655
Unmodified	32.442105	0.949604
Unmodified	32.232097	0.954318
Unmodified	34.999999	0.844342
TMT6plex	34.999999	0.793361
Unmodified	31.630829	0.909538
Unmodified	33.973360	0.934999
mixed	34.736764	0.921174
Unmodified	34.999999	0.730411
Unmodified	34.999999	0.838644
Unmodified	32.414412	0.824738
TMT6plex	33.484548	0.885226
TMT6plex	34.999999	0.634848
Unmodified	32.333964	0.867404
Unmodified	32.466879	0.791599
Unmodified	32.781771	0.917785
Acetyl	31.370875	0.878859
Acetyl	34.999999	0.557516
Phospho	34.999999	0.786405
Acetyl	34.999999	0.871049
TMT6plex	34.999999	0.796597
Unmodified	34.999999	0.677524
TMT6plex	34.999999	0.746560
Oxidation	34.999999	0.448942
TMT6plex	32.563737	0.835035
Phospho	29.303110	0.881433
mixed	34.999999	0.563282
TMT6plex	34.999999	0.703517
Unmodified	32.085428	0.900037
mixed	30.796307	0.932830
TMT6plex	32.644680	0.662179
HexNAc	28.507319	0.753111
Unmodified	25.637168	0.674986
Unmodified	32.376924	0.905013
mixed	34.999999	0.849603
Oxidation	32.026604	0.897733
Unmodified	34.372181	0.672637
Oxidation	32.451800	0.942321
TMT6plex	32.671216	0.916731
mixed	30.383727	0.833180
Oxidation	32.648718	0.924955
Unmodified	32.385385	0.896179
Phospho	34.999999	0.417217
Unmodified	34.999999	0.642303
TMT6plex	31.347933	0.565596
Unmodified	31.693527	0.922873
Unmodified	34.999999	0.794603
Unmodified	34.999999	0.737191
Unmodified	34.999999	0.757420
Unmodified	34.999999	0.910560
Oxidation	34.999999	0.706834
Unmodified	34.999999	0.875779
mixed	34.450379	0.907253
Unmodified	31.666517	0.763071
Unmodified	34.999999	0.558125
Unmodified	33.133531	0.713107
TMT6plex	34.999999	0.387536
Unmodified	34.999999	0.825706
TMT6plex	34.999999	0.720239
Unmodified	32.521549	0.766997
Unmodified	31.474647	0.835281
TMT6plex	33.143950	0.874332
Acetyl	34.999999	0.575082
HexNAc	25.774604	0.615217
Unmodified	32.611305	0.955909
mixed	45.858529	0.442036
Unmodified	32.473224	0.898646
TMT6plex	31.429803	0.882737
Unmodified	31.892979	0.755076
TMT6plex	34.999999	0.668118
Unmodified	34.999999	0.812923
mixed	31.270111	0.672015
Unmodified	32.221478	0.757015
Unmodified	32.297459	0.581939
Unmodified	31.693015	0.953223
Unmodified	31.341088	0.750612
HexNAc	34.999999	0.626833
Unmodified	33.107874	0.953006
Unmodified	34.999999	0.144188
Unmodified	31.909129	0.944978
TMT6plex	34.999999	0.507442
TMT6plex	31.017247	0.707421
Unmodified	34.999999	0.907388
Unmodified	34.999999	0.933552
Unmodified	34.999999	0.823452
TMT6plex	34.999999	0.503552
Unmodified	32.666901	0.771271
mixed	33.423942	0.721426
TMT6plex	34.996688	0.252500
TMT6plex	31.885949	0.814750
Unmodified	34.999999	0.206462
TMT6plex	34.999999	0.837108
Unmodified	31.546521	0.677029
Oxidation	32.208440	0.811073
Unmodified	34.999999	0.728287
Unmodified	31.428045	0.935687
mixed	32.196042	0.597680
Acetyl	33.265600	0.834060
Unmodified	31.666517	0.836820
Unmodified	34.999999	0.967845
Unmodified	33.029482	0.668697
Oxidation	31.841686	0.672695
Unmodified	34.999999	0.761073
Unmodified	32.722306	0.792285
Unmodified	34.999999	0.769867
Oxidation	31.835520	0.694383
Oxidation	32.473224	0.874186
Unmodified	32.507518	0.944505
Oxidation	34.999999	0.919613
Unmodified	32.076406	0.763421
Unmodified	34.999999	0.868051
TMT6plex	26.627696	0.927465
Unmodified	34.999999	0.872192
Oxidation	31.431335	0.743768
TMT6plex	34.999999	0.231513
Phospho	32.335141	0.828851
Phospho	34.999999	0.796523
Unmodified	32.866049	0.839078
Unmodified	34.006804	0.931574
TMT6plex	31.384036	0.742489
Unmodified	34.999999	0.579391
Unmodified	32.572824	0.758645
Oxidation	31.384656	0.878865
mixed	33.101514	0.732277
TMT6plex	34.999999	0.850910
Unmodified	31.631377	0.921904
Phospho	31.699416	0.826497
Unmodified	34.999999	0.526346
Unmodified	34.999999	0.854652
TMT6plex	34.999999	0.813209
Unmodified	28.735834	0.715786
Unmodified	34.999999	0.962306
TMT6plex	25.118929	0.624409
Unmodified	34.999999	0.545301
Unmodified	34.999999	0.906679
TMT6plex	34.947512	0.529579
TMT6plex	34.348685	0.921690
TMT6plex	34.999999	0.544932
Unmodified	32.016158	0.883543
TMT6plex	32.206878	0.904906
TMT6plex	33.205473	0.634535
Unmodified	32.487398	0.929014
Unmodified	32.517669	0.543500
TMT6plex	40.636921	0.733457
TMT6plex	34.999999	0.542021
Unmodified	31.343898	0.702219
Unmodified	31.457537	0.790532
Unmodified	30.175078	0.894720
TMT6plex	34.999999	0.427861
Unmodified	34.999999	0.858215
Oxidation	32.225904	0.786158
Unmodified	34.999999	0.731168
Unmodified	34.999999	0.658769
TMT6plex	34.999999	0.920669
Unmodified	32.376924	0.911258
TMT6plex	34.999999	0.854249
Oxidation	34.999999	0.843144
Unmodified	32.485875	0.714365
Unmodified	31.914315	0.922208
Acetyl	30.651072	0.689980
TMT6plex	34.999999	0.831162
Unmodified	27.625474	0.983498
Unmodified	34.999999	0.840808
Unmodified	32.161427	0.837472
Unmodified	32.085428	0.915572
TMT6plex	33.700967	0.546011
Unmodified	31.694961	0.908693
TMT6plex	31.939992	0.732418
TMT6plex	32.255626	0.747793
Unmodified	32.010037	0.928704
Oxidation	34.999999	0.200746
TMT6plex	34.999999	0.847476
Unmodified	30.507308	0.883205
Unmodified	34.999999	0.248739
Unmodified	32.874814	0.804804
Unmodified	31.459367	0.806824
Oxidation	34.999999	0.931596
Unmodified	32.901120	0.904484
TMT6plex	34.999999	0.603633
TMT6plex	34.999999	0.646075
Oxidation	34.999999	0.759749
Oxidation	32.690743	0.889471
GlyGly (Ub)	30.667481	0.843748
Unmodified	34.999999	0.780228
Unmodified	31.743133	0.809632
TMT6plex	31.367651	0.893709
Unmodified	31.593689	0.874928
Phospho	31.945989	0.764149
Unmodified	34.999999	0.892015
Unmodified	31.883016	0.778339
Unmodified	34.999999	0.928323
Oxidation	34.999999	0.839371
Unmodified	34.999999	0.606419
Unmodified	34.999999	0.915037
Unmodified	29.481107	0.797236
mixed	31.541929	0.874959
Acetyl	34.999999	0.963951
Unmodified	34.999999	0.748896
Unmodified	34.999999	0.917299
Unmodified	31.612492	0.889339
mixed	32.523698	0.868790
TMT6plex	34.999999	0.592605
Unmodified	34.999999	0.866348
Unmodified	32.687995	0.894690
TMT6plex	34.999999	0.825059
Unmodified	31.439337	0.822720
Unmodified	32.738432	0.762068
Unmodified	31.908268	0.626195
Oxidation	34.999999	0.879396
TMT6plex	34.999999	0.903800
Oxidation	32.086748	0.694587
Unmodified	32.795733	0.878714
Unmodified	33.153665	0.856398
TMT6plex	34.999999	0.374090
Unmodified	31.892979	0.732757
Unmodified	34.999999	0.790229
Oxidation	32.954213	0.928970
TMT6plex	34.999999	0.818521
Unmodified	32.557669	0.733285
Unmodified	34.999999	0.750974
Oxidation	34.999999	0.773077
Unmodified	33.105505	0.933086
Unmodified	31.762218	0.463762
Unmodified	33.955252	0.554638
TMT6plex	26.433101	0.751232
TMT6plex	34.999999	0.860739
Unmodified	34.999999	0.776677
mixed	33.189842	0.689190
mixed	34.300226	0.859541
TMT6plex	31.101933	0.843954
Unmodified	34.999999	0.927737
TMT6plex	33.320123	0.867126
Unmodified	33.564654	0.810848
TMT6plex	34.999999	0.761236
Unmodified	32.077959	0.812515
Unmodified	34.999999	0.915611
Unmodified	31.694961	0.952843
Oxidation	34.999999	0.700460
Unmodified	32.522315	0.752145
Unmodified	25.625810	0.649916
Unmodified	33.107874	0.910789
Unmodified	31.618017	0.954195
mixed	32.554650	0.892304
Unmodified	32.578021	0.739990
TMT6plex	36.666203	0.803539
Unmodified	33.688051	0.812035
TMT6plex	34.109125	0.621704
Unmodified	34.999999	0.729383
Unmodified	31.628028	0.628376
Oxidation	32.648718	0.921603
TMT6plex	34.999999	0.647021
TMT6plex	34.999999	0.871792
Unmodified	31.322762	0.951507
Unmodified	34.999999	0.324916
Unmodified	34.999999	0.783889
mixed	34.999999	0.740520
mixed	34.999999	0.824756
Unmodified	32.500419	0.802375
Unmodified	31.285927	0.737873
TMT6plex	39.702132	0.769753
Unmodified	34.999999	0.819112
Unmodified	32.867721	0.763439
Unmodified	33.088017	0.626893
TMT6plex	30.651209	0.732089
TMT6plex	34.473172	0.767566
TMT6plex	34.999999	0.902791
Unmodified	32.738432	0.910048
Unmodified	31.743389	0.802323
Unmodified	31.068909	0.958842
Unmodified	33.113965	0.972339
Unmodified	34.999999	0.952199
Unmodified	34.999999	0.885996
Unmodified	32.388720	0.828842
Unmodified	34.999999	0.886615
Phospho	31.474400	0.726632
Unmodified	34.999999	0.480324
Oxidation	34.999999	0.416852
Unmodified	29.829022	0.531924
Unmodified	34.999999	0.889777
Unmodified	34.999999	0.891856
TMT6plex	39.929128	0.825156
Oxidation	34.999999	0.772158
mixed	31.129044	0.808139
mixed	34.999999	0.788225
mixed	32.701525	0.768178
Unmodified	32.522315	0.764002
Unmodified	32.530025	0.961180
Unmodified	31.369528	0.871830
Unmodified	34.999999	0.923714
GlyGly (Ub)	31.906873	0.872030
TMT6plex	32.439572	0.695363
TMT6plex	34.999999	0.825573
Unmodified	32.777852	0.897947
Unmodified	32.448798	0.778649
Unmodified	34.999999	0.847838
Oxidation	34.999999	0.781600
GlyGly (Ub)	34.999999	0.847955
Acetyl	31.261715	0.825308
mixed	33.905151	0.781746
Unmodified	30.796614	0.956352
Oxidation	32.926366	0.810100
Acetyl	31.196052	0.622437
Unmodified	31.503212	0.879859
Unmodified	34.171340	0.831904
TMT6plex	34.999999	0.766132
TMT6plex	33.242944	0.784401
Unmodified	31.884602	0.930309
Oxidation	25.261274	0.455442
GlyGly (Ub)	32.598636	0.819701
Phospho	34.999999	0.925730
mixed	34.999999	0.877139
Unmodified	32.866049	0.859186
TMT6plex	37.509319	0.705922
Unmodified	34.999999	0.843675
Unmodified	31.428045	0.940161
TMT6plex	31.839356	0.914785
TMT6plex	41.775107	0.898096
TMT6plex	30.683997	0.430067
Unmodified	32.777852	0.757803
Unmodified	32.141382	0.841826
Oxidation	32.104245	0.944025
Unmodified	31.892282	0.743268
Unmodified	34.999999	0.917211
Unmodified	29.354170	0.463266
mixed	33.445895	0.764533
GlyGly (Ub)	34.999999	0.933120
mixed	32.717949	0.714225
TMT6plex	34.999999	0.301858
TMT6plex	24.758677	0.534935
Unmodified	30.005869	0.853561
Unmodified	31.971073	0.815647
TMT6plex	34.999999	0.925672
Unmodified	29.832345	0.742930
Phospho	32.160729	0.926451
Unmodified	30.167630	0.767643
Unmodified	30.052635	0.936755
mixed	34.999999	0.618185
TMT6plex	26.186535	0.790575
TMT6plex	31.372973	0.825799
Oxidation	34.999999	0.791029
Unmodified	31.998938	0.893253
mixed	34.999999	0.871734
Unmodified	32.687995	0.966000
TMT6plex	31.503889	0.716624
Unmodified	34.999999	0.418663
Unmodified	32.548571	0.792909
Unmodified	34.999999	0.294375
Unmodified	32.656062	0.930316
Unmodified	33.088017	0.791654
Oxidation	34.999999	0.917533
Unmodified	31.743389	0.919379
GlyGly (Ub)	30.318502	0.902862
TMT6plex	32.626238	0.605336
Unmodified	32.374635	0.801368
Unmodified	32.893977	0.671962
Unmodified	31.590754	0.859851
TMT6plex	31.035742	0.730472
Unmodified	31.841728	0.876017
Unmodified	32.648718	0.880470
Unmodified	31.489387	0.773699
Unmodified	34.999999	0.894688
TMT6plex	34.480909	0.563841
mixed	34.999999	0.404830
Unmodified	34.999999	0.913286
TMT6plex	33.524692	0.880272
Unmodified	31.997544	0.922665
TMT6plex	33.874398	0.864392
mixed	34.999999	0.774221
Unmodified	34.999999	0.808311
TMT6plex	34.999999	0.443205
Unmodified	32.141382	0.914319
Unmodified	34.999999	0.226637
Oxidation	34.999999	0.924145
Unmodified	34.999999	0.524317
Unmodified	34.999999	0.635331
Unmodified	34.999999	0.916432
Unmodified	31.884602	0.908432
TMT6plex	26.918957	0.580732
Unmodified	31.130588	0.808755
Unmodified	34.999999	0.974440
Oxidation	32.722306	0.877945
Unmodified	31.537893	0.914442
mixed	33.765158	0.805672
Unmodified	32.781771	0.920124
Unmodified	34.999999	0.873778
GlyGly (Ub)	32.611024	0.912537
Unmodified	32.805395	0.810697
TMT6plex	34.999999	0.270328
Oxidation	37.175053	0.584118
TMT6plex	34.999999	0.645467
Unmodified	36.690834	0.758124
Oxidation	32.026604	0.870222
mixed	31.620926	0.756328
Unmodified	34.999999	0.828217
Unmodified	34.999999	0.385414
TMT6plex	31.463510	0.540126
Unmodified	32.926366	0.701006
mixed	34.001338	0.894225
Unmodified	33.370316	0.924407
TMT6plex	33.565742	0.815663
Oxidation	34.999999	0.867066
TMT6plex	31.808841	0.752939
TMT6plex	34.999999	0.931565
TMT6plex	32.392552	0.770413
Unmodified	32.220572	0.874926
Unmodified	34.999999	0.759628
mixed	39.676785	0.908333
Unmodified	34.999999	0.776914
TMT6plex	33.096135	0.894386
Unmodified	32.151762	0.623809
Unmodified	34.999999	0.566149
TMT6plex	31.839356	0.779769
TMT6plex	34.999999	0.888891
TMT6plex	34.999999	0.462752
Unmodified	34.613141	0.565564
Unmodified	32.770854	0.884503
Unmodified	34.999999	0.412415
Unmodified	30.507308	0.582317
Unmodified	31.380117	0.897630
Unmodified	34.999999	0.846058
Unmodified	30.743679	0.902079
mixed	34.999999	0.841465
mixed	34.999999	0.835265
Unmodified	32.442889	0.891639
Acetyl	30.909139	0.664440
Unmodified	34.999999	0.683360
Oxidation	32.874975	0.733073
Unmodified	34.999999	0.880569
Unmodified	30.082965	0.521021
TMT6plex	31.387424	0.844834
TMT6plex	34.999999	0.621263
Unmodified	34.999999	0.891894
Unmodified	31.059414	0.943957
Unmodified	32.514527	0.693159
mixed	32.196042	0.744778
Unmodified	31.814748	0.876439
TMT6plex	34.999999	0.757578
Unmodified	31.590754	0.702376
Unmodified	30.040354	0.493145
Unmodified	32.522315	0.848962
TMT6plex	34.999999	0.869011
TMT6plex	34.999999	0.544430
Unmodified	32.828015	0.849738
TMT6plex	34.999999	0.382713
Unmodified	34.999999	0.777887
Unmodified	34.999999	0.827395
Unmodified	34.999999	0.858756
TMT6plex	32.264993	0.931554
Unmodified	32.703242	0.854360
Unmodified	34.999999	0.587096
Pyro-Glu	32.259080	0.786235
TMT6plex	32.485539	0.828891
TMT6plex	32.666942	0.888474
GlyGly (Ub)	32.283914	0.830290
Oxidation	32.660896	0.819038
TMT6plex	34.999999	0.721338
Unmodified	34.999999	0.540288
TMT6plex	31.989387	0.628326
Unmodified	28.538048	0.700532
Unmodified	31.994122	0.866654
TMT6plex	34.999999	0.703838
TMT6plex	32.443735	0.806087
Unmodified	32.856214	0.919922
Unmodified	34.999999	0.909542
TMT6plex	32.594666	0.672640
Acetyl	34.999999	0.729360
TMT6plex	40.115806	0.774196
mixed	34.999999	0.675355
Unmodified	34.999999	0.869061
mixed	34.999999	0.335263
Unmodified	34.999999	0.780768
Unmodified	34.999999	0.778998
Unmodified	31.872100	0.934402
Unmodified	34.999999	0.880394
TMT6plex	34.999999	0.528832
TMT6plex	34.999999	0.867381
TMT6plex	39.580777	0.831106
mixed	32.529706	0.776925
Unmodified	32.500419	0.830907
TMT6plex	27.679938	0.822444
Unmodified	34.999999	0.900387
TMT6plex	32.766786	0.785704
mixed	34.999999	0.696090
Unmodified	32.085428	0.782859
Oxidation	34.999999	0.794137
Oxidation	33.876607	0.836608
Unmodified	34.999999	0.821358
Unmodified	31.563821	0.938492
mixed	34.343240	0.847676
TMT6plex	34.999999	0.530047
Unmodified	34.999999	0.918499
Unmodified	34.999999	0.618207
GlyGly (Ub)	32.611024	0.879204
Unmodified	30.227765	0.892886
Unmodified	31.705555	0.913213
TMT6plex	31.268546	0.893007
Unmodified	34.999999	0.854382
TMT6plex	32.652125	0.849098
Unmodified	32.323790	0.974710
TMT6plex	34.999999	0.582865
Oxidation	34.999999	0.710870
Oxidation	34.999999	0.829567
Phospho	32.209408	0.858328
Unmodified	31.341749	0.901410
Unmodified	34.999999	0.932739
TMT6plex	34.999999	0.536648
Unmodified	33.859429	0.768062
Unmodified	32.626745	0.847218
TMT6plex	35.126960	0.435602
TMT6plex	33.970910	0.782011
TMT6plex	34.999999	0.624779
Oxidation	34.999999	0.579119
Unmodified	34.999999	0.687424
TMT6plex	32.666942	0.887289
Unmodified	34.999999	0.671767
Unmodified	34.999999	0.824961
Oxidation	32.687995	0.933670
TMT6plex	25.408548	0.714072
GlyGly (Ub)	31.758466	0.837851
Oxidation	32.626551	0.809941
GlyGly (Ub)	32.662052	0.870032
TMT6plex	34.999999	0.860644
Unmodified	34.999999	0.859833
Acetyl	34.999999	0.851137
Oxidation	31.659970	0.910922
Unmodified	34.999999	0.267428
mixed	34.999999	0.791763
mixed	30.581450	0.381364
Unmodified	31.969953	0.898697
Oxidation	34.999999	0.939783
TMT6plex	33.150741	0.916949
Unmodified	32.241458	0.822642
TMT6plex	33.880794	0.791051
Unmodified	31.212583	0.817931
mixed	43.000001	0.777656
TMT6plex	34.999999	0.890589
Unmodified	32.394418	0.917726
TMT6plex	34.999999	0.627921
Oxidation	34.999999	0.641931
Unmodified	34.999999	0.901937
Unmodified	32.597741	0.878243
Unmodified	32.395846	0.612144
Unmodified	34.999999	0.696835
TMT6plex	31.989387	0.900888
Unmodified	34.999999	0.841227
Unmodified	31.884602	0.910734
Unmodified	30.384630	0.892589
TMT6plex	33.081532	0.841193
TMT6plex	35.908484	0.684527
Unmodified	34.999999	0.889953
Unmodified	34.999999	0.939863
Unmodified	34.999999	0.957073
TMT6plex	41.860661	0.936348
Unmodified	32.703242	0.957099
Unmodified	32.866049	0.886860
mixed	31.965041	0.697919
Unmodified	34.999999	0.617257
Unmodified	32.077959	0.818739
Oxidation	32.244587	0.938940
Unmodified	34.999999	0.761066
Phospho	34.999999	0.836628
Phospho	31.839409	0.881711
Oxidation	32.530025	0.914777
TMT6plex	32.479545	0.904125
Oxidation	31.393570	0.960838
TMT6plex	40.398788	0.766067
mixed	34.999999	0.061705
Unmodified	31.883898	0.857340
Unmodified	31.693015	0.916283
TMT6plex	34.999999	0.787053
Phospho	34.999999	0.844584
Unmodified	31.527203	0.838787
Methyl	34.999999	0.776983
TMT6plex	34.999999	0.849434
TMT6plex	34.999999	0.684639
Unmodified	34.999999	0.857972
Unmodified	32.608676	0.930477
TMT6plex	34.999999	0.774837
Unmodified	34.999999	0.572626
Unmodified	32.500419	0.939178
Unmodified	32.553276	0.975195
Oxidation	32.881185	0.715597
Oxidation	31.679577	0.907593
TMT6plex	34.999999	0.665806
Unmodified	31.256983	0.953111
Unmodified	34.999999	0.901021
Unmodified	34.999999	0.881672
Unmodified	32.613614	0.952724
TMT6plex	31.580827	0.614058
Oxidation	31.540984	0.662325
Oxidation	33.445928	0.799326
mixed	34.947512	0.629042
Unmodified	31.836540	0.876807
Unmodified	32.385385	0.808699
TMT6plex	33.544260	0.764453
Unmodified	32.389536	0.774873
Unmodified	32.542738	0.674354
Unmodified	34.999999	0.499018
TMT6plex	31.098166	0.803280
Unmodified	31.246135	0.813417
Unmodified	32.492152	0.776296
TMT6plex	34.999999	0.782853
mixed	32.165188	0.843514
Unmodified	31.884602	0.713835
TMT6plex	31.528339	0.521912
mixed	34.999999	0.248542
Oxidation	32.723126	0.886497
TMT6plex	32.290065	0.636630
Unmodified	31.248444	0.838728
Oxidation	34.999999	0.924253
Unmodified	32.777852	0.733438
Oxidation	32.332322	0.824625
Phospho	31.961942	0.706664
Unmodified	30.616874	0.859374
Unmodified	32.374290	0.909452
Unmodified	32.213673	0.890645
Unmodified	34.999999	0.922694
TMT6plex	34.999999	0.799979
Unmodified	31.825805	0.831773
Unmodified	34.999999	0.520053
GlyGly (Ub)	34.999999	0.844559
TMT6plex	35.655341	0.802227
Unmodified	34.999999	0.778895
Unmodified	30.393058	0.811118
TMT6plex	32.116163	0.558255
Phospho	34.999999	0.844249
Unmodified	34.999999	0.815437
mixed	34.999999	0.770152
Unmodified	34.999999	0.341905
mixed	34.999999	0.933860
Unmodified	34.999999	0.741706
Unmodified	32.873994	0.957441
TMT6plex	34.999999	0.899728
Unmodified	31.397220	0.826614
Unmodified	32.583708	0.936730
Unmodified	31.343898	0.729193
Unmodified	34.999999	0.743651
Unmodified	34.999999	0.914705
TMT6plex	41.774383	0.907632
TMT6plex	34.999999	0.780910
TMT6plex	31.601226	0.764055
Unmodified	32.597741	0.696077
TMT6plex	31.157586	0.781792
Unmodified	31.892282	0.855387
Unmodified	34.999999	0.934711
Unmodified	34.999999	0.838772
Unmodified	37.423578	0.618622
Unmodified	33.242273	0.733211
Unmodified	31.829730	0.939508
Unmodified	32.137874	0.928993
Oxidation	33.190069	0.701127
Unmodified	34.999999	0.121146
Unmodified	34.999999	0.618351
Unmodified	32.666901	0.922012
TMT6plex	32.759944	0.757941
Unmodified	36.369821	0.676293
Unmodified	32.777852	0.847782
Unmodified	31.752196	0.752576
Unmodified	32.025096	0.760453
Unmodified	32.968357	0.807177
Unmodified	32.395700	0.863475
Unmodified	32.828015	0.918826
TMT6plex	33.897868	0.541741
Oxidation	34.999999	0.869369
TMT6plex	31.719571	0.921098
Unmodified	30.404574	0.701841
Unmodified	34.999999	0.743749
